Feature_1,Feature_2,Correlation,Absolute_Correlation
smart_187_raw,smart_188_normalized,-0.0005223488638040757,0.0005223488638040757
smart_9_raw,smart_197_raw,0.0004661530135144668,0.0004661530135144668
capacity_bytes,smart_187_raw,-0.0004348172947729394,0.0004348172947729394
smart_9_raw,smart_198_raw,0.00030307320853796907,0.00030307320853796907
failure,smart_197_normalized,-4.10921407068268e-05,4.10921407068268e-05
failure,smart_197_raw,-1.4905439633546187e-05,1.4905439633546187e-05
failure,smart_198_raw,-1.0301018386275358e-05,1.0301018386275358e-05
failure,smart_188_normalized,9.80564162058717e-06,9.80564162058717e-06
failure,smart_5_normalized,-4.2782012744760335e-06,4.2782012744760335e-06
failure,smart_198_normalized,5.176299259741414e-07,5.176299259741414e-07
capacity_bytes,smart_90_normalized,,
failure,smart_90_normalized,,
failure,smart_90_raw,,
smart_5_normalized,smart_90_normalized,,
smart_5_raw,smart_90_normalized,,
smart_9_normalized,smart_90_normalized,,
smart_9_raw,smart_90_normalized,,
smart_90_normalized,smart_90_raw,,
smart_90_normalized,smart_187_normalized,,
smart_90_normalized,smart_187_raw,,
smart_90_normalized,smart_188_normalized,,
smart_90_normalized,smart_188_raw,,
smart_90_normalized,smart_197_normalized,,
smart_90_normalized,smart_197_raw,,
smart_90_normalized,smart_198_normalized,,
smart_90_normalized,smart_198_raw,,
smart_90_raw,smart_187_normalized,,
smart_90_raw,smart_187_raw,,
smart_90_raw,smart_188_normalized,,
smart_90_raw,smart_188_raw,,
smart_90_raw,smart_197_normalized,,
smart_90_raw,smart_198_normalized,,
